! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
! 
! Sparse Biadjacency Matrix, aka Stoichiometric Matrix, in CSV format
! 
! Generated by KPP-3.4.0 symbolic chemistry Kinetics PreProcessor
!       (https:/github.com/KineticPreProcessor/KPP)
! KPP is distributed under GPL, the general public licence
!       (http://www.gnu.org/copyleft/gpl.html)
! (C) 1995-1997, V. Damian & A. Sandu, CGRER, Univ. Iowa
! (C) 1997-2022, A. Sandu, Michigan Tech, Virginia Tech
!     With important contributions from:
!        M. Damian,   Villanova University, Philadelphia, PA, USA
!        R. Sander,   Max-Planck Institute for Chemistry, Mainz, Germany
!        M. Long,     Renaissance Fiber, LLC, North Carolina, USA
!        H. Lin,      Harvard University, Cambridge, MA, USA
!        R. Yantosca, Harvard University, Cambridge, MA, USA
!        P.O. Sturm,  Univ. of Southern California, Los Angeles, CA, USA
! 
! File                 : cri_BiadjacencyMatrix.csv
! Equation file        : cri.kpp
! Output root filename : cri
! 
! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



species_name,species_index,reaction_index,stoichiometric_coefficient
O3,434,1138,-1
C5H8,367,1139,-1
CO,376,1139,1
HCHO,415,1139,2
CH3CO3,432,1139,1
O3,434,1139,-1
OH,439,1139,1
C5H8,367,1140,-1
CO,376,1140,1
UCARB10,404,1140,1
O3,434,1140,-1
C5H8,367,1141,-1
CO,376,1141,1
HCHO,415,1141,2
CH3O2,417,1141,1
O3,434,1141,-1
HO2,441,1141,1
HPUCARB12,332,1142,1
RU14O2,413,1142,-1
HO2,441,1142,1
DHPR12O2,358,1143,1
RU14O2,413,1143,-1
UCARB10,404,1144,1
RU14O2,413,1144,-1
HCHO,415,1144,1
OH,439,1144,1
RN8OOH,269,1145,1
DHPR12O2,358,1145,-1
CARB3,363,1145,1
NO2,438,1145,1
OH,439,1145,1
NO,440,1145,-1
RN8OOH,269,1146,1
DHPR12O2,358,1146,-1
CARB3,363,1146,1
NO3,437,1146,-1
NO2,438,1146,1
OH,439,1146,1
DHPR12OOH,241,1147,1
DHPR12O2,358,1147,-1
HO2,441,1147,-1
RN8OOH,269,1148,1
DHPR12O2,358,1148,-1
CARB3,363,1148,1
OH,439,1148,1
DHPCARB9,242,1149,1
DHPR12O2,358,1149,-1
CO,376,1149,1
OH,439,1149,1
RU14NO3,265,1150,-1
RU10NO3,296,1150,1
HCHO,415,1150,1
OH,439,1150,-1
HO2,441,1150,1
RU14NO3,265,1151,-1
RU12NO3,293,1151,1
OH,439,1151,-1
HO2,441,1151,1
RU14NO3,265,1152,-1
UCARB10,404,1152,1
HCHO,415,1152,1
NO2,438,1152,1
HO2,441,1152,1
RU12NO3,293,1153,-1
CARB3,363,1153,1
CARB7,399,1153,1
NO2,438,1153,1
OH,439,1153,-1
RU12NO3,293,1154,-1
CARB6,379,1154,1
HOCH2CHO,411,1154,1
NO2,438,1154,1
HO2,441,1154,1
RU10NO3,296,1155,-1
CO,376,1155,1
CARB7,399,1155,1
NO2,438,1155,1
OH,439,1155,-1
RU10NO3,296,1156,-1
HOCH2CHO,411,1156,1
CH3CO3,432,1156,1
NO2,438,1156,1
IEPOX,71,1157,1
RU14OOH,188,1157,-1
RU14OOH,188,1158,-1
RU14O2,413,1158,1
OH,439,1158,-1
IEPOX,71,1159,-1
RU12O2,400,1159,1
OH,439,1159,-1
RU12O2,400,1160,1
UCARB12,412,1160,-1
HO2,441,1160,1
CO,376,1161,2
CARB7,399,1161,1
UCARB12,412,1161,-1
HO2,441,1161,2
HOCH2CO3,377,1162,1
CARB7,399,1162,1
RU12O2,400,1162,-1
NO2,438,1162,1
NO,440,1162,-1
RU12NO3,293,1163,1
RU12O2,400,1163,-1
NO,440,1163,-1
HOCH2CO3,377,1164,1
CARB7,399,1164,1
RU12O2,400,1164,-1
NO3,437,1164,-1
NO2,438,1164,1
HOCH2CO3,377,1165,1
CARB7,399,1165,1
RU12O2,400,1165,-1
DHCARB9,135,1166,1
CO,376,1166,1
RU12O2,400,1166,-1
OH,439,1166,1
RU10AO2,374,1167,1
UCARB10,404,1167,-1
OH,439,1167,-1
UCARB10,404,1168,-1
MACO3,414,1168,1
OH,439,1168,-1
RU10AO2,374,1169,-1
CO,376,1169,1
CARB7,399,1169,1
NO2,438,1169,1
NO,440,1169,-1
HO2,441,1169,1
RU10NO3,296,1170,1
RU10AO2,374,1170,-1
NO,440,1170,-1
RU10AO2,374,1171,-1
CO,376,1171,1
CARB7,399,1171,1
NO3,437,1171,-1
NO2,438,1171,1
HO2,441,1171,1
RU10OOH,305,1172,1
RU10AO2,374,1172,-1
HO2,441,1172,-1
RU10AO2,374,1173,-1
CO,376,1173,1
CARB7,399,1173,1
HO2,441,1173,1
RU10AO2,374,1174,-1
CO,376,1174,1
CARB7,399,1174,1
OH,439,1174,1
CO,376,1175,1
MACO3,414,1175,-1
HCHO,415,1175,1
CH3O2,417,1175,1
NO2,438,1175,1
NO,440,1175,-1
HO2,441,1175,1
MACO3,414,1176,-1
HCHO,415,1176,1
CH3CO3,432,1176,1
NO2,438,1176,1
NO,440,1176,-1
HO2,441,1176,1
MPAN,286,1177,1
MACO3,414,1177,-1
NO2,438,1177,-1
CO,376,1178,1
MACO3,414,1178,-1
HCHO,415,1178,1
CH3O2,417,1178,1
NO3,437,1178,-1
NO2,438,1178,1
HO2,441,1178,1
MACO3,414,1179,-1
HCHO,415,1179,1
CH3CO3,432,1179,1
NO3,437,1179,-1
NO2,438,1179,1
HO2,441,1179,1
RU10OOH,305,1180,1
MACO3,414,1180,-1
HO2,441,1180,-1
CO,376,1181,1
MACO3,414,1181,-1
HCHO,415,1181,1
CH3O2,417,1181,1
OH,439,1181,1
HO2,441,1181,-1
CO,376,1182,1
MACO3,414,1182,-1
HCHO,415,1182,1
CH3O2,417,1182,1
HO2,441,1182,1
MACO3,414,1183,-1
HCHO,415,1183,1
CH3CO3,432,1183,1
HO2,441,1183,1
HUCARB9,236,1184,1
HPUCARB12,332,1184,-1
CO,376,1184,1
OH,439,1184,2
HPUCARB12,332,1185,-1
CO,376,1185,2
CARB7,399,1185,1
OH,439,1185,1
HO2,441,1185,1
HUCARB9,236,1186,1
HPUCARB12,332,1186,-1
CO,376,1186,1
HPUCARB12,332,1187,-1
CARB3,363,1187,1
CARB6,379,1187,1
O3,434,1187,-1
OH,439,1187,2
HUCARB9,236,1188,1
HPUCARB12,332,1188,-1
HNO3,372,1188,1
CO,376,1188,1
NO3,437,1188,-1
OH,439,1188,1
HUCARB9,236,1189,-1
CO,376,1189,1
CARB6,379,1189,1
OH,439,1189,1
HO2,441,1189,1
HUCARB9,236,1190,-1
CO,376,1190,1
CARB6,379,1190,1
OH,439,1190,-1
HO2,441,1190,1
DHPCARB9,242,1191,-1
RN8OOH,269,1191,1
CO,376,1191,1
DHPCARB9,242,1192,-1
RN8OOH,269,1192,1
CO,376,1192,1
OH,439,1192,1
HO2,441,1192,1
DHPCARB9,242,1193,-1
CARB6,379,1193,1
HCHO,415,1193,1
OH,439,1193,2
DHCARB9,135,1194,-1
CARB6,379,1194,1
OH,439,1194,-1
HO2,441,1194,1
DHCARB9,135,1195,-1
CO,376,1195,1
CARB7,399,1195,1
HO2,441,1195,2
HMML,100,1196,1
MPAN,286,1196,-1
NO3,437,1196,1
OH,439,1196,-1
NUCARB12,326,1197,-1
CO,376,1197,2
CARB7,399,1197,1
NO2,438,1197,1
HO2,441,1197,1
NOA,282,1198,1
CARB3,363,1198,1
NRU12O2,366,1198,-1
NO2,438,1198,1
NO,440,1198,-1
HO2,441,1198,1
NOA,282,1199,1
CARB3,363,1199,1
NRU12O2,366,1199,-1
NO3,437,1199,-1
NO2,438,1199,1
HO2,441,1199,1
NOA,282,1200,1
CARB3,363,1200,1
NRU12O2,366,1200,-1
HO2,441,1200,1
DHPR12OOH,241,1201,-1
DHPCARB9,242,1201,1
CO,376,1201,1
DHPR12OOH,241,1202,-1
DHPCARB9,242,1202,1
CO,376,1202,1
OH,439,1202,1
HO2,441,1202,1
DHPR12OOH,241,1203,-1
RN8OOH,269,1203,1
CARB3,363,1203,1
OH,439,1203,2
HMML,100,1204,-1
CARB6,379,1204,1
HMML,100,1205,-1
HCOOH,277,1205,1
CH3CO3,432,1205,1
OH,439,1205,-1
CH3O2,417,1206,1
CH3CO3,432,1206,-1
OH,439,1206,1
HO2,441,1206,-1
HOCH2CO3,377,1207,-1
HCHO,415,1207,1
OH,439,1207,1
CARB3,363,1208,1
HOCH2CHO,411,1208,1
UCARB12,412,1208,-1
CH3CO3,432,1208,1
O3,434,1208,-1
OH,439,1208,1
CARB3,363,1209,-1
CO,376,1209,1
H2,76,1210,1
CARB3,363,1210,-1
CO,376,1210,2
CARB3,363,1211,-1
CO,376,1211,1
HCHO,415,1211,1
C2H5CO3,402,1212,-1
C2H5O2,423,1212,1
OH,439,1212,1
HO2,441,1212,-1
RTN25O2,416,1213,1
RTN26O2,431,1213,-1
OH,439,1213,1
HO2,441,1213,-1
O,311,1214,-1
O3,434,1214,1
O,311,1215,-1
O3,434,1215,-1
O,311,1216,-1
NO2,438,1216,1
NO,440,1216,-1
O,311,1217,-1
NO2,438,1217,-1
NO,440,1217,1
O,311,1218,-1
NO3,437,1218,1
NO2,438,1218,-1
O1D,38,1219,-1
O,311,1219,1
O3,434,1220,-1
NO2,438,1220,1
NO,440,1220,-1
O3,434,1221,-1
NO3,437,1221,1
NO2,438,1221,-1
NO2,438,1222,2
NO,440,1222,-2
NO3,437,1223,-1
NO2,438,1223,2
NO,440,1223,-1
NO3,437,1224,-1
NO,440,1224,1
N2O5,72,1225,1
NO3,437,1225,-1
NO2,438,1225,-1
O1D,38,1226,-1
OH,439,1226,2
O3,434,1227,-1
OH,439,1227,-1
HO2,441,1227,1
H2,76,1228,-1
OH,439,1228,-1
HO2,441,1228,1
CO,376,1229,-1
OH,439,1229,-1
HO2,441,1229,1
H2O2,204,1230,-1
OH,439,1230,-1
HO2,441,1230,1
O3,434,1231,-1
OH,439,1231,1
HO2,441,1231,-1
OH,439,1232,-1
HO2,441,1232,-1
H2O2,204,1233,1
HO2,441,1233,-2
HONO,82,1234,1
OH,439,1234,-1
NO,440,1234,-1
HNO3,372,1235,1
NO2,438,1235,-1
OH,439,1235,-1
NO3,437,1236,-1
NO2,438,1236,1
OH,439,1236,-1
HO2,441,1236,1
NO2,438,1237,1
OH,439,1237,1
NO,440,1237,-1
HO2,441,1237,-1
HO2NO2,126,1238,1
NO2,438,1238,-1
HO2,441,1238,-1
HO2NO2,126,1239,-1
NO2,438,1239,1
OH,439,1239,-1
NO3,437,1240,-1
NO2,438,1240,1
OH,439,1240,1
HO2,441,1240,-1
HONO,82,1241,-1
NO2,438,1241,1
OH,439,1241,-1
HNO3,372,1242,-1
NO3,437,1242,1
OH,439,1242,-1
SO3,3,1243,1
SO2,83,1243,-1
O,311,1243,-1
HSO3,39,1244,1
SO2,83,1244,-1
OH,439,1244,-1
SO3,3,1245,1
HSO3,39,1245,-1
HO2,441,1245,1
NA,1,1246,1
HNO3,372,1246,-1
NA,1,1247,2
N2O5,72,1247,-1
SA,2,1248,1
SO3,3,1248,-1
O1D,38,1249,1
O3,434,1249,-1
O,311,1250,1
O3,434,1250,-1
H2O2,204,1251,-1
OH,439,1251,2
O,311,1252,1
NO2,438,1252,-1
NO,440,1252,1
NO3,437,1253,-1
NO,440,1253,1
O,311,1254,1
NO3,437,1254,-1
NO2,438,1254,1
HONO,82,1255,-1
OH,439,1255,1
NO,440,1255,1
HNO3,372,1256,-1
NO2,438,1256,1
OH,439,1256,1
N2O5,72,1257,-1
NO3,437,1257,1
NO2,438,1257,1
HO2NO2,126,1258,-1
NO2,438,1258,1
HO2,441,1258,1
