! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
! 
! Representation of the mechanism as a bipartite species-reaction graph in CSV format
! 
! Generated by KPP-3.4.0 symbolic chemistry Kinetics PreProcessor
!       (https:/github.com/KineticPreProcessor/KPP)
! KPP is distributed under GPL, the general public licence
!       (http://www.gnu.org/copyleft/gpl.html)
! (C) 1995-1997, V. Damian & A. Sandu, CGRER, Univ. Iowa
! (C) 1997-2022, A. Sandu, Michigan Tech, Virginia Tech
!     With important contributions from:
!        M. Damian,   Villanova University, Philadelphia, PA, USA
!        R. Sander,   Max-Planck Institute for Chemistry, Mainz, Germany
!        M. Long,     Renaissance Fiber, LLC, North Carolina, USA
!        H. Lin,      Harvard University, Cambridge, MA, USA
!        R. Yantosca, Harvard University, Cambridge, MA, USA
!        P.O. Sturm,  Univ. of Southern California, Los Angeles, CA, USA
! 
! File                 : cri_EdgeList.csv
! Equation file        : cri.kpp
! Output root filename : cri
! 
! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



species_index,reaction_index,source,target,directed_stoichiometric_value
330,119,R119,RA19AO2,1
439,119,OH,R119,-1
46,120,EBENZ,R120,-1
406,120,R120,RN19O2,1
439,120,OH,R120,-1
47,121,TM123B,R121,-1
291,121,R121,RA22AO2,1
439,121,OH,R121,-1
47,122,TM123B,R122,-1
401,122,R122,RA22BO2,1
439,122,OH,R122,-1
48,123,TM124B,R123,-1
291,123,R123,RA22AO2,1
439,123,OH,R123,-1
48,124,TM124B,R124,-1
401,124,R124,RA22BO2,1
439,124,OH,R124,-1
22,125,TM135B,R125,-1
291,125,R125,RA22AO2,1
439,125,OH,R125,-1
23,126,OETHTOL,R126,-1
291,126,R126,RA22AO2,1
439,126,OH,R126,-1
24,127,METHTOL,R127,-1
291,127,R127,RA22AO2,1
439,127,OH,R127,-1
25,128,PETHTOL,R128,-1
291,128,R128,RA22AO2,1
439,128,OH,R128,-1
49,129,PBENZ,R129,-1
291,129,R129,RA22AO2,1
439,129,OH,R129,-1
49,130,PBENZ,R130,-1
394,130,R130,RN22O2,1
439,130,OH,R130,-1
50,131,IPBENZ,R131,-1
291,131,R131,RA22AO2,1
439,131,OH,R131,-1
50,132,IPBENZ,R132,-1
409,132,R132,RI19O2,1
439,132,OH,R132,-1
26,133,DIME35EB,R133,-1
333,133,R133,RA25O2,1
439,133,OH,R133,-1
27,134,DIET35TOL,R134,-1
329,134,R134,RA28O2,1
439,134,OH,R134,-1
307,135,STYRENE,R135,-1
322,135,R135,RUA20O2,1
439,135,OH,R135,-1
259,136,R136,NRUA20O2,1
307,136,STYRENE,R136,-1
437,136,NO3,R136,-1
277,137,R137,HCOOH,1
307,137,STYRENE,R137,-1
337,137,R137,BENZAL,1
434,137,O3,R137,-1
237,138,R138,RAROH14,1
307,138,STYRENE,R138,-1
415,138,R138,HCHO,1
434,138,O3,R138,-1
439,138,R138,OH,1
306,139,R139,RA16BO2,1
337,139,BENZAL,R139,-1
439,139,OH,R139,-1
306,140,R140,RA16BO2,1
337,140,BENZAL,R140,-1
372,140,R140,HNO3,1
437,140,NO3,R140,-1
237,141,R141,RAROH14,1
337,141,BENZAL,R141,-1
376,141,R141,CO,1
441,141,R141,HO2,1
376,142,R142,CO,1
415,142,HCHO,R142,-1
441,142,R142,HO2,2
76,143,R143,H2,1
376,143,R143,CO,1
415,143,HCHO,R143,-1
376,144,R144,CO,1
417,144,R144,CH3O2,1
433,144,CH3CHO,R144,-1
441,144,R144,HO2,1
376,145,R145,CO,1
423,145,R145,C2H5O2,1
425,145,C2H5CHO,R145,-1
441,145,R145,HO2,1
201,146,C3H7CHO,R146,-1
376,146,R146,CO,1
427,146,R146,RN10O2,1
441,146,R146,HO2,1
292,147,IPRCHO,R147,-1
362,147,R147,IC3H7O2,1
376,147,R147,CO,1
441,147,R147,HO2,1
202,148,C4H9CHO,R148,-1
376,148,R148,CO,1
441,148,R148,HO2,1
442,148,R148,RN13O2,1
376,149,R149,CO,1
415,149,HCHO,R149,-1
439,149,OH,R149,-1
441,149,R149,HO2,1
432,150,R150,CH3CO3,1
433,150,CH3CHO,R150,-1
439,150,OH,R150,-1
402,151,R151,C2H5CO3,1
425,151,C2H5CHO,R151,-1
439,151,OH,R151,-1
201,152,C3H7CHO,R152,-1
422,152,R152,RN11O2,1
439,152,OH,R152,-1
292,153,IPRCHO,R153,-1
294,153,R153,RI11O2,1
439,153,OH,R153,-1
202,154,C4H9CHO,R154,-1
429,154,R154,RN14O2,1
439,154,OH,R154,-1
372,155,R155,HNO3,1
376,155,R155,CO,1
415,155,HCHO,R155,-1
437,155,NO3,R155,-1
441,155,R155,HO2,1
372,156,R156,HNO3,1
432,156,R156,CH3CO3,1
433,156,CH3CHO,R156,-1
437,156,NO3,R156,-1
372,157,R157,HNO3,1
402,157,R157,C2H5CO3,1
425,157,C2H5CHO,R157,-1
437,157,NO3,R157,-1
201,158,C3H7CHO,R158,-1
372,158,R158,HNO3,1
422,158,R158,RN11O2,1
437,158,NO3,R158,-1
292,159,IPRCHO,R159,-1
294,159,R159,RI11O2,1
372,159,R159,HNO3,1
437,159,NO3,R159,-1
202,160,C4H9CHO,R160,-1
372,160,R160,HNO3,1
429,160,R160,RN14O2,1
437,160,NO3,R160,-1
371,161,CH3COCH3,R161,-1
417,161,R161,CH3O2,1
432,161,R161,CH3CO3,1
57,162,MEK,R162,-1
