original r_id,# species_index (starts from 1),reaction_index (starts from 1),from,to, directed stoichiometric value
ROCALK19c,64,461,VROCP6ALKP,R461,-1.0
ROCALK19c,190,461,HO2,R461,-1.0
ROCALK19c,50,461,R461,VROCP3OXY2,1.0
ROCALK19c,168,461,R461,DELTA_C,2.0
ROCALK20c,3,462,VROCP5ALKP,R462,-1.0
ROCALK20c,190,462,HO2,R462,-1.0
ROCALK20c,102,462,R462,VROCP2OXY2,1.0
ROCALK20c,168,462,R462,DELTA_C,2.0
ROCALK21c,83,463,VROCP4ALKP,R463,-1.0
ROCALK21c,190,463,HO2,R463,-1.0
ROCALK21c,178,463,R463,VROCP1OXY1,1.0
ROCALK21c,168,463,R463,DELTA_C,1.0
ROCALK22c,85,464,VROCP3ALKP,R464,-1.0
ROCALK22c,190,464,HO2,R464,-1.0
ROCALK22c,177,464,R464,VROCP0OXY2,1.0
ROCALK22c,168,464,R464,DELTA_C,7.0
ROCALK23c,95,465,VROCP2ALKP,R465,-1.0
ROCALK23c,190,465,HO2,R465,-1.0
ROCALK23c,216,465,R465,VROCN1OXY1,1.0
ROCALK23c,168,465,R465,DELTA_C,4.0
ROCALK24c,6,466,VROCP1ALKP,R466,-1.0
ROCALK24c,190,466,HO2,R466,-1.0
ROCALK24c,97,466,R466,VROCN2OXY2,1.0
ROCALK24c,168,466,R466,DELTA_C,10.0
HC1004,4,467,HC10P,R467,-1.0
HC1004,190,467,HO2,R467,-1.0
HC1004,126,467,R467,OP2,1.0
HC1004,168,467,R467,DELTA_C,8.0
ROCALK25c,134,468,VROCP6ALKP2,R468,-1.0
ROCALK25c,190,468,R468,HO2,1.0
ROCALK25c,50,468,R468,VROCP3OXY2,1.0
ROCALK25c,168,468,R468,DELTA_C,2.0
ROCALK26c,44,469,VROCP5ALKP2,R469,-1.0
ROCALK26c,190,469,R469,HO2,1.0
ROCALK26c,102,469,R469,VROCP2OXY2,1.0
ROCALK26c,168,469,R469,DELTA_C,2.0
ROCALK27c,57,470,VROCP4ALKP2,R470,-1.0
ROCALK27c,190,470,R470,HO2,1.0
ROCALK27c,178,470,R470,VROCP1OXY1,1.0
ROCALK27c,168,470,R470,DELTA_C,1.0
ROCALK28c,195,471,VROCP3ALKP2,R471,-1.0
ROCALK28c,190,471,R471,HO2,1.0
ROCALK28c,177,471,R471,VROCP0OXY2,1.0
ROCALK28c,168,471,R471,DELTA_C,7.0
ROCALK29c,88,472,VROCP2ALKP2,R472,-1.0
ROCALK29c,190,472,R472,HO2,1.0
ROCALK29c,216,472,R472,VROCN1OXY1,1.0
ROCALK29c,168,472,R472,DELTA_C,4.0
ROCALK30c,75,473,VROCP1ALKP2,R473,-1.0
ROCALK30c,190,473,R473,HO2,1.0
ROCALK30c,97,473,R473,VROCN2OXY2,1.0
ROCALK30c,168,473,R473,DELTA_C,10.0
HC1005,40,474,HC10P2,R474,-1.0
HC1005,190,474,R474,HO2,1.0
HC1005,26,474,R474,VROCP4OXY2,1.0
HC1005,168,474,R474,DELTA_C,1.0
ROCALK31c,134,475,VROCP6ALKP2,R475,-1.0
ROCALK31c,207,475,NO,R475,-1.0
ROCALK31c,102,475,R475,VROCP2OXY2,0.14
ROCALK31c,58,475,R475,NO2,0.86
ROCALK31c,50,475,R475,VROCP3OXY2,0.86
ROCALK31c,190,475,R475,HO2,0.86
ROCALK31c,17,475,R475,DELTA_N,0.14
ROCALK31c,168,475,R475,DELTA_C,1.86
ROCALK32c,44,476,VROCP5ALKP2,R476,-1.0
ROCALK32c,207,476,NO,R476,-1.0
ROCALK32c,198,476,R476,VROCP1OXY3,0.14
ROCALK32c,58,476,R476,NO2,0.86
ROCALK32c,102,476,R476,VROCP2OXY2,0.86
ROCALK32c,190,476,R476,HO2,0.86
ROCALK32c,17,476,R476,DELTA_N,0.14
ROCALK32c,168,476,R476,DELTA_C,2.14
ROCALK33c,57,477,VROCP4ALKP2,R477,-1.0
ROCALK33c,207,477,NO,R477,-1.0
ROCALK33c,177,477,R477,VROCP0OXY2,0.14
ROCALK33c,58,477,R477,NO2,0.86
ROCALK33c,178,477,R477,VROCP1OXY1,0.86
ROCALK33c,190,477,R477,HO2,0.86
ROCALK33c,17,477,R477,DELTA_N,0.14
ROCALK33c,168,477,R477,DELTA_C,1.42
ROCALK34c,195,478,VROCP3ALKP2,R478,-1.0
ROCALK34c,207,478,NO,R478,-1.0
ROCALK34c,216,478,R478,VROCN1OXY1,0.14
ROCALK34c,58,478,R478,NO2,0.86
ROCALK34c,177,478,R478,VROCP0OXY2,0.86
ROCALK34c,190,478,R478,HO2,0.86
ROCALK34c,17,478,R478,DELTA_N,0.14
ROCALK34c,168,478,R478,DELTA_C,6.16
ROCALK35c,88,479,VROCP2ALKP2,R479,-1.0
ROCALK35c,207,479,NO,R479,-1.0
ROCALK35c,97,479,R479,VROCN2OXY2,0.14
ROCALK35c,58,479,R479,NO2,0.86
ROCALK35c,216,479,R479,VROCN1OXY1,0.86
ROCALK35c,190,479,R479,HO2,0.86
ROCALK35c,17,479,R479,DELTA_N,0.14
ROCALK35c,168,479,R479,DELTA_C,4.42
ROCALK36c,75,480,VROCP1ALKP2,R480,-1.0
ROCALK36c,207,480,NO,R480,-1.0
ROCALK36c,97,480,R480,VROCN2OXY2,1.0
ROCALK36c,58,480,R480,NO2,0.86
ROCALK36c,190,480,R480,HO2,0.86
ROCALK36c,17,480,R480,DELTA_N,0.14
ROCALK36c,168,480,R480,DELTA_C,10.0
HC1006,40,481,HC10P2,R481,-1.0
HC1006,207,481,NO,R481,-1.0
HC1006,206,481,R481,ONIT,0.12
HC1006,58,481,R481,NO2,0.88
HC1006,191,481,R481,KET,0.88
HC1006,190,481,R481,HO2,0.88
HC1006,168,481,R481,DELTA_C,5.12
ROCALK37c,134,482,VROCP6ALKP2,R482,-1.0
ROCALK37c,124,482,NO3,R482,-1.0
ROCALK37c,58,482,R482,NO2,1.0
ROCALK37c,50,482,R482,VROCP3OXY2,1.0
ROCALK37c,190,482,R482,HO2,1.0
ROCALK37c,168,482,R482,DELTA_C,2.0
ROCALK38c,44,483,VROCP5ALKP2,R483,-1.0
ROCALK38c,124,483,NO3,R483,-1.0
ROCALK38c,58,483,R483,NO2,1.0
ROCALK38c,102,483,R483,VROCP2OXY2,1.0
ROCALK38c,190,483,R483,HO2,1.0
ROCALK38c,168,483,R483,DELTA_C,2.0
ROCALK39c,57,484,VROCP4ALKP2,R484,-1.0
ROCALK39c,124,484,NO3,R484,-1.0
ROCALK39c,58,484,R484,NO2,1.0
ROCALK39c,178,484,R484,VROCP1OXY1,1.0
ROCALK39c,190,484,R484,HO2,1.0
ROCALK39c,168,484,R484,DELTA_C,1.0
ROCALK40c,195,485,VROCP3ALKP2,R485,-1.0
ROCALK40c,124,485,NO3,R485,-1.0
ROCALK40c,58,485,R485,NO2,1.0
ROCALK40c,177,485,R485,VROCP0OXY2,1.0
ROCALK40c,190,485,R485,HO2,1.0
ROCALK40c,168,485,R485,DELTA_C,7.0
ROCALK41c,88,486,VROCP2ALKP2,R486,-1.0
ROCALK41c,124,486,NO3,R486,-1.0
ROCALK41c,58,486,R486,NO2,1.0
ROCALK41c,216,486,R486,VROCN1OXY1,1.0
ROCALK41c,190,486,R486,HO2,1.0
ROCALK41c,168,486,R486,DELTA_C,4.0
ROCALK42c,75,487,VROCP1ALKP2,R487,-1.0
ROCALK42c,124,487,NO3,R487,-1.0
ROCALK42c,58,487,R487,NO2,1.0
ROCALK42c,97,487,R487,VROCN2OXY2,1.0
ROCALK42c,190,487,R487,HO2,1.0
ROCALK42c,168,487,R487,DELTA_C,10.0
HC1007,40,488,HC10P2,R488,-1.0
HC1007,124,488,NO3,R488,-1.0
HC1007,58,488,R488,NO2,1.0
HC1007,191,488,R488,KET,1.0
HC1007,190,488,R488,HO2,1.0
HC1007,168,488,R488,DELTA_C,5.0
ROCALK43c,134,489,VROCP6ALKP2,R489,-1.0
ROCALK43c,190,489,HO2,R489,-1.0
ROCALK43c,198,489,R489,VROCP1OXY3,1.0
ROCALK43c,168,489,R489,DELTA_C,2.0
ROCALK44c,44,490,VROCP5ALKP2,R490,-1.0
ROCALK44c,190,490,HO2,R490,-1.0
ROCALK44c,177,490,R490,VROCP0OXY2,1.0
ROCALK45c,57,491,VROCP4ALKP2,R491,-1.0
ROCALK45c,190,491,HO2,R491,-1.0
ROCALK45c,216,491,R491,VROCN1OXY1,1.0
ROCALK45c,168,491,R491,DELTA_C,-2.0
ROCALK46c,195,492,VROCP3ALKP2,R492,-1.0
ROCALK46c,190,492,HO2,R492,-1.0
ROCALK46c,97,492,R492,VROCN2OXY2,1.0
ROCALK46c,168,492,R492,DELTA_C,4.0
ROCALK47c,88,493,VROCP2ALKP2,R493,-1.0
ROCALK47c,190,493,HO2,R493,-1.0
ROCALK47c,97,493,R493,VROCN2OXY2,1.0
ROCALK47c,168,493,R493,DELTA_C,7.0
ROCALK48c,75,494,VROCP1ALKP2,R494,-1.0
ROCALK48c,190,494,HO2,R494,-1.0
ROCALK48c,97,494,R494,VROCN2OXY2,1.0
ROCALK48c,168,494,R494,DELTA_C,10.0
HC1008,40,495,HC10P2,R495,-1.0
HC1008,190,495,HO2,R495,-1.0
HC1008,102,495,R495,VROCP2OXY2,1.0
HC1008,168,495,R495,DELTA_C,-2.0
ROCARO01,8,496,VROCP6ARO,R496,-1.0
ROCARO01,185,496,HO,R496,-1.0
ROCARO01,43,496,R496,VROCP6AROP,0.84
ROCARO01,190,496,R496,HO2,0.16
ROCARO01,26,496,R496,VROCP4OXY2,0.16
ROCARO01,168,496,R496,DELTA_C,0.64
ROCARO02,43,497,VROCP6AROP,R497,-1.0
ROCARO02,190,497,HO2,R497,-1.0
ROCARO02,26,497,R497,VROCP4OXY2,0.0595
ROCARO02,198,497,R497,VROCP1OXY3,0.9048
ROCARO02,165,497,R497,VROCN2OXY4,0.0357
ROCARO02,168,497,R497,DELTA_C,2.119
ROCARO03,43,498,VROCP6AROP,R498,-1.0
ROCARO03,207,498,NO,R498,-1.0
ROCARO03,26,498,R498,VROCP4OXY2,0.0001
ROCARO03,102,498,R498,VROCP2OXY2,0.0018
ROCARO03,223,498,R498,VROCN1OXY3,0.0001
ROCARO03,58,498,R498,NO2,0.998
ROCARO03,190,498,R498,HO2,0.998
ROCARO03,52,498,R498,BALD,0.0594
ROCARO03,186,498,R498,GLY,0.4693
ROCARO03,108,498,R498,MGLY,0.4693
ROCARO03,183,498,R498,FURANONE,0.4693
ROCARO03,110,498,R498,DCB2,0.4693
ROCARO03,17,498,R498,DELTA_N,0.002
ROCARO03,168,498,R498,DELTA_C,5.521
ROCARO04,43,499,VROCP6AROP,R499,-1.0
ROCARO04,124,499,NO3,R499,-1.0
ROCARO04,58,499,R499,NO2,1.0
ROCARO04,190,499,R499,HO2,0.9405
ROCARO04,52,499,R499,BALD,0.0595
ROCARO04,186,499,R499,GLY,0.4702
ROCARO04,108,499,R499,MGLY,0.4702
ROCARO04,183,499,R499,FURANONE,0.4702
ROCARO04,110,499,R499,DCB2,0.4702
ROCARO04,168,499,R499,DELTA_C,5.5305
ROCARO05,43,500,VROCP6AROP,R500,-1.0
ROCARO05,27,500,MO2,R500,-1.0
ROCARO05,92,500,R500,HCHO,0.68
ROCARO05,190,500,R500,HO2,1.3105
ROCARO05,227,500,R500,MOH,0.32
ROCARO05,52,500,R500,BALD,0.0595
ROCARO05,186,500,R500,GLY,0.4702
ROCARO05,108,500,R500,MGLY,0.4702
ROCARO05,183,500,R500,FURANONE,0.4702
ROCARO05,110,500,R500,DCB2,0.4702
ROCARO05,168,500,R500,DELTA_C,5.5305
ROCARO06,43,501,VROCP6AROP,R501,-1.0
ROCARO06,31,501,ACO3,R501,-1.0
ROCARO06,27,501,R501,MO2,0.7
ROCARO06,190,501,R501,HO2,0.9405
ROCARO06,180,501,R501,ORA2,0.3
ROCARO06,52,501,R501,BALD,0.0595
ROCARO06,186,501,R501,GLY,0.4702
ROCARO06,108,501,R501,MGLY,0.4702
ROCARO06,183,501,R501,FURANONE,0.4702
ROCARO06,110,501,R501,DCB2,0.4702
ROCARO06,210,501,R501,CO2,0.7
ROCARO06,168,501,R501,DELTA_C,5.5305
ROCARO11,15,502,VROCP5ARO,R502,-1.0
ROCARO11,185,502,HO,R502,-1.0
ROCARO11,36,502,R502,VROCP5AROP,0.84
ROCARO11,190,502,R502,HO2,0.16
ROCARO11,50,502,R502,VROCP3OXY2,0.16
ROCARO11,168,502,R502,DELTA_C,0.48
ROCARO12,36,503,VROCP5AROP,R503,-1.0
ROCARO12,190,503,HO2,R503,-1.0
ROCARO12,50,503,R503,VROCP3OXY2,0.0595
ROCARO12,177,503,R503,VROCP0OXY2,0.9048
ROCARO12,165,503,R503,VROCN2OXY4,0.0357
ROCARO12,168,503,R503,DELTA_C,0.2856
ROCARO13,36,504,VROCP5AROP,R504,-1.0
ROCARO13,207,504,NO,R504,-1.0
ROCARO13,50,504,R504,VROCP3OXY2,0.0001
ROCARO13,198,504,R504,VROCP1OXY3,0.0018
ROCARO13,165,504,R504,VROCN2OXY4,0.0001
ROCARO13,58,504,R504,NO2,0.998
ROCARO13,190,504,R504,HO2,0.998
ROCARO13,26,504,R504,VROCP4OXY2,0.0594
ROCARO13,186,504,R504,GLY,0.4693
ROCARO13,108,504,R504,MGLY,0.4693
ROCARO13,183,504,R504,FURANONE,0.4693
ROCARO13,110,504,R504,DCB2,0.4693
ROCARO13,17,504,R504,DELTA_N,0.002
ROCARO13,168,504,R504,DELTA_C,6.4039
ROCARO14,36,505,VROCP5AROP,R505,-1.0
ROCARO14,124,505,NO3,R505,-1.0
ROCARO14,58,505,R505,NO2,1.0
ROCARO14,190,505,R505,HO2,0.9405
ROCARO14,26,505,R505,VROCP4OXY2,0.0595
ROCARO14,186,505,R505,GLY,0.4702
ROCARO14,108,505,R505,MGLY,0.4702
ROCARO14,183,505,R505,FURANONE,0.4702
ROCARO14,110,505,R505,DCB2,0.4702
ROCARO14,168,505,R505,DELTA_C,6.4115
ROCARO15,36,506,VROCP5AROP,R506,-1.0
ROCARO15,27,506,MO2,R506,-1.0
ROCARO15,92,506,R506,HCHO,0.68
ROCARO15,190,506,R506,HO2,1.3105
ROCARO15,227,506,R506,MOH,0.32
ROCARO15,26,506,R506,VROCP4OXY2,0.0595
ROCARO15,186,506,R506,GLY,0.4702
ROCARO15,108,506,R506,MGLY,0.4702
ROCARO15,183,506,R506,FURANONE,0.4702
ROCARO15,110,506,R506,DCB2,0.4702
ROCARO15,168,506,R506,DELTA_C,6.4115
ROCARO16,36,507,VROCP5AROP,R507,-1.0
ROCARO16,31,507,ACO3,R507,-1.0
ROCARO16,27,507,R507,MO2,0.7
ROCARO16,190,507,R507,HO2,0.9405
ROCARO16,180,507,R507,ORA2,0.3
ROCARO16,26,507,R507,VROCP4OXY2,0.0595
ROCARO16,186,507,R507,GLY,0.4702
ROCARO16,108,507,R507,MGLY,0.4702
ROCARO16,183,507,R507,FURANONE,0.4702
ROCARO16,110,507,R507,DCB2,0.4702
ROCARO16,210,507,R507,CO2,0.7
ROCARO16,168,507,R507,DELTA_C,6.4115
ROCARO21,139,508,NAPH,R508,-1.0
ROCARO21,185,508,HO,R508,-1.0
ROCARO21,146,508,R508,NAPHP,0.84
ROCARO21,190,508,R508,HO2,0.16
ROCARO21,50,508,R508,VROCP3OXY2,0.16
ROCARO21,168,508,R508,DELTA_C,-0.16
ROCARO22,146,509,NAPHP,R509,-1.0
ROCARO22,190,509,HO2,R509,-1.0
ROCARO22,50,509,R509,VROCP3OXY2,0.0595
ROCARO22,198,509,R509,VROCP1OXY3,0.9048
ROCARO22,214,509,R509,VROCN2OXY8,0.0357
ROCARO22,168,509,R509,DELTA_C,-0.8572
ROCARO23,146,510,NAPHP,R510,-1.0
ROCARO23,207,510,NO,R510,-1.0
ROCARO23,26,510,R510,VROCP4OXY2,0.0595
ROCARO23,102,510,R510,VROCP2OXY2,0.0018
ROCARO23,214,510,R510,VROCN2OXY8,0.0001
ROCARO23,58,510,R510,NO2,0.998
ROCARO23,190,510,R510,HO2,0.998
ROCARO23,186,510,R510,GLY,0.4693
ROCARO23,108,510,R510,MGLY,0.4693
ROCARO23,183,510,R510,FURANONE,0.4693
ROCARO23,110,510,R510,DCB2,0.4693
ROCARO23,17,510,R510,DELTA_N,0.002
ROCARO23,168,510,R510,DELTA_C,2.4027
ROCARO24,146,511,NAPHP,R511,-1.0
ROCARO24,124,511,NO3,R511,-1.0
ROCARO24,58,511,R511,NO2,1.0
ROCARO24,190,511,R511,HO2,0.9405
ROCARO24,26,511,R511,VROCP4OXY2,0.0595
ROCARO24,186,511,R511,GLY,0.4702
ROCARO24,108,511,R511,MGLY,0.4702
ROCARO24,183,511,R511,FURANONE,0.4702
ROCARO24,110,511,R511,DCB2,0.4702
ROCARO24,168,511,R511,DELTA_C,2.4115
ROCARO25,146,512,NAPHP,R512,-1.0
ROCARO25,27,512,MO2,R512,-1.0
ROCARO25,92,512,R512,HCHO,0.68
ROCARO25,190,512,R512,HO2,1.3105
ROCARO25,227,512,R512,MOH,0.32
ROCARO25,26,512,R512,VROCP4OXY2,0.0595
ROCARO25,186,512,R512,GLY,0.4702
ROCARO25,108,512,R512,MGLY,0.4702
ROCARO25,183,512,R512,FURANONE,0.4702
ROCARO25,110,512,R512,DCB2,0.4702
ROCARO25,168,512,R512,DELTA_C,2.4115
ROCARO26,146,513,NAPHP,R513,-1.0
ROCARO26,31,513,ACO3,R513,-1.0
ROCARO26,27,513,R513,MO2,0.7
ROCARO26,190,513,R513,HO2,0.9405
ROCARO26,180,513,R513,ORA2,0.3
ROCARO26,26,513,R513,VROCP4OXY2,0.0595
ROCARO26,186,513,R513,GLY,0.4702
ROCARO26,108,513,R513,MGLY,0.4702
ROCARO26,183,513,R513,FURANONE,0.4702
ROCARO26,110,513,R513,DCB2,0.4702
ROCARO26,210,513,R513,CO2,0.7
ROCARO26,168,513,R513,DELTA_C,2.4115
ROCOXY1c,214,514,VROCN2OXY8,R514,-1.0
ROCOXY1c,185,514,HO,R514,-1.0
ROCOXY1c,214,514,R514,VROCN2OXY8,0.0854
ROCOXY1c,96,514,R514,MEK,0.2581
ROCOXY1c,191,514,R514,KET,0.2581
ROCOXY1c,92,514,R514,HCHO,0.2581
ROCOXY1c,189,514,R514,ACD,0.1291
ROCOXY1c,193,514,R514,ALD,0.2581
ROCOXY1c,27,514,R514,MO2,0.2581
ROCOXY1c,33,514,R514,ETHP,0.2581
ROCOXY1c,118,514,R514,HC3P,0.2581
ROCOXY1c,205,514,R514,MEKP,0.2581
ROCOXY1c,168,514,R514,DELTA_C,0.2077
ROCOXY2c,165,515,VROCN2OXY4,R515,-1.0
ROCOXY2c,185,515,HO,R515,-1.0
ROCOXY2c,214,515,R515,VROCN2OXY8,0.8083
ROCOXY2c,165,515,R515,VROCN2OXY4,0.313
ROCOXY2c,80,515,R515,VROCN1OXY6,0.0016
ROCOXY2c,96,515,R515,MEK,0.0794
ROCOXY2c,191,515,R515,KET,0.0794
ROCOXY2c,92,515,R515,HCHO,0.0794
ROCOXY2c,189,515,R515,ACD,0.0397
ROCOXY2c,193,515,R515,ALD,0.0794
ROCOXY2c,27,515,R515,MO2,0.0794
ROCOXY2c,33,515,R515,ETHP,0.0794
ROCOXY2c,118,515,R515,HC3P,0.0794
ROCOXY2c,205,515,R515,MEKP,0.0794
ROCOXY2c,150,515,R515,KETP,0.0794
ROCOXY2c,168,515,R515,DELTA_C,-0.4165
ROCOXY3c,97,516,VROCN2OXY2,R516,-1.0
ROCOXY3c,185,516,HO,R516,-1.0
ROCOXY3c,214,516,R516,VROCN2OXY8,0.1156
ROCOXY3c,165,516,R516,VROCN2OXY4,0.6895
ROCOXY3c,97,516,R516,VROCN2OXY2,0.2642
ROCOXY3c,80,516,R516,VROCN1OXY6,0.0663
ROCOXY3c,223,516,R516,VROCN1OXY3,0.0635
ROCOXY3c,136,516,R516,VROCP0OXY4,0.095
ROCOXY3c,144,516,R516,VOP3,0.0332
ROCOXY3c,96,516,R516,MEK,0.039
ROCOXY3c,191,516,R516,KET,0.039
ROCOXY3c,92,516,R516,HCHO,0.039
ROCOXY3c,189,516,R516,ACD,0.0195
ROCOXY3c,193,516,R516,ALD,0.039
ROCOXY3c,27,516,R516,MO2,0.039
ROCOXY3c,33,516,R516,ETHP,0.039
ROCOXY3c,118,516,R516,HC3P,0.039
ROCOXY3c,205,516,R516,MEKP,0.039
ROCOXY3c,150,516,R516,KETP,0.039
ROCOXY3c,168,516,R516,DELTA_C,0.4758
ROCOXY4c,80,517,VROCN1OXY6,R517,-1.0
ROCOXY4c,185,517,HO,R517,-1.0
ROCOXY4c,214,517,R517,VROCN2OXY8,0.2036
ROCOXY4c,165,517,R517,VROCN2OXY4,0.0071
ROCOXY4c,144,517,R517,VOP3,0.1446
ROCOXY4c,96,517,R517,MEK,0.184
ROCOXY4c,191,517,R517,KET,0.184
ROCOXY4c,92,517,R517,HCHO,0.184
ROCOXY4c,189,517,R517,ACD,0.092
ROCOXY4c,193,517,R517,ALD,0.184
ROCOXY4c,27,517,R517,MO2,0.184
ROCOXY4c,33,517,R517,ETHP,0.184
ROCOXY4c,118,517,R517,HC3P,0.184
ROCOXY4c,205,517,R517,MEKP,0.184
ROCOXY4c,150,517,R517,KETP,0.184
ROCOXY4c,168,517,R517,DELTA_C,0.0039
ROCOXY5c,223,518,VROCN1OXY3,R518,-1.0
ROCOXY5c,185,518,HO,R518,-1.0
ROCOXY5c,214,518,R518,VROCN2OXY8,0.3609
ROCOXY5c,165,518,R518,VROCN2OXY4,0.52
ROCOXY5c,97,518,R518,VROCN2OXY2,0.0088
ROCOXY5c,80,518,R518,VROCN1OXY6,0.1452
ROCOXY5c,223,518,R518,VROCN1OXY3,0.042
ROCOXY5c,136,518,R518,VROCP0OXY4,0.0524
ROCOXY5c,96,518,R518,MEK,0.0646
ROCOXY5c,191,518,R518,KET,0.0646
ROCOXY5c,92,518,R518,HCHO,0.0646
ROCOXY5c,189,518,R518,ACD,0.0323
ROCOXY5c,193,518,R518,ALD,0.0646
ROCOXY5c,27,518,R518,MO2,0.0646
ROCOXY5c,33,518,R518,ETHP,0.0646
ROCOXY5c,118,518,R518,HC3P,0.0646
ROCOXY5c,205,518,R518,MEKP,0.0646
ROCOXY5c,150,518,R518,KETP,0.0646
ROCOXY5c,168,518,R518,DELTA_C,-0.4589
ROCOXY6c,216,519,VROCN1OXY1,R519,-1.0
ROCOXY6c,185,519,HO,R519,-1.0
ROCOXY6c,214,519,R519,VROCN2OXY8,0.0074
ROCOXY6c,165,519,R519,VROCN2OXY4,0.119
ROCOXY6c,97,519,R519,VROCN2OXY2,0.7673
ROCOXY6c,80,519,R519,VROCN1OXY6,0.0132
ROCOXY6c,223,519,R519,VROCN1OXY3,0.0614
ROCOXY6c,216,519,R519,VROCN1OXY1,0.0305
ROCOXY6c,136,519,R519,VROCP0OXY4,0.0367
ROCOXY6c,177,519,R519,VROCP0OXY2,0.0605
ROCOXY6c,198,519,R519,VROCP1OXY3,0.0488
ROCOXY6c,178,519,R519,VROCP1OXY1,0.0202
ROCOXY6c,102,519,R519,VROCP2OXY2,0.0584
ROCOXY6c,50,519,R519,VROCP3OXY2,0.0375
ROCOXY6c,26,519,R519,VROCP4OXY2,0.0074
ROCOXY6c,144,519,R519,VOP3,0.0179
ROCOXY6c,126,519,R519,OP2,0.0258
ROCOXY6c,96,519,R519,MEK,0.0244
ROCOXY6c,191,519,R519,KET,0.0244
ROCOXY6c,92,519,R519,HCHO,0.0244
ROCOXY6c,189,519,R519,ACD,0.0122
ROCOXY6c,193,519,R519,ALD,0.0244
ROCOXY6c,27,519,R519,MO2,0.0244
ROCOXY6c,33,519,R519,ETHP,0.0244
ROCOXY6c,118,519,R519,HC3P,0.0244
ROCOXY6c,205,519,R519,MEKP,0.0244
ROCOXY6c,150,519,R519,KETP,0.0244
ROCOXY6c,168,519,R519,DELTA_C,-0.0338
ROCOXY7c,136,520,VROCP0OXY4,R520,-1.0
ROCOXY7c,185,520,HO,R520,-1.0
ROCOXY7c,214,520,R520,VROCN2OXY8,0.3695
ROCOXY7c,165,520,R520,VROCN2OXY4,0.1291
ROCOXY7c,80,520,R520,VROCN1OXY6,0.1547
ROCOXY7c,223,520,R520,VROCN1OXY3,0.0822
ROCOXY7c,136,520,R520,VROCP0OXY4,0.04
ROCOXY7c,96,520,R520,MEK,0.1068
ROCOXY7c,191,520,R520,KET,0.1068
ROCOXY7c,92,520,R520,HCHO,0.1068
ROCOXY7c,189,520,R520,ACD,0.0534
ROCOXY7c,193,520,R520,ALD,0.1068
ROCOXY7c,27,520,R520,MO2,0.1068
ROCOXY7c,33,520,R520,ETHP,0.1068
ROCOXY7c,118,520,R520,HC3P,0.1068
ROCOXY7c,205,520,R520,MEKP,0.1068
ROCOXY7c,150,520,R520,KETP,0.1068
ROCOXY7c,168,520,R520,DELTA_C,0.2722
ROCOXY8c,177,521,VROCP0OXY2,R521,-1.0
ROCOXY8c,185,521,HO,R521,-1.0
ROCOXY8c,214,521,R521,VROCN2OXY8,0.0738
ROCOXY8c,165,521,R521,VROCN2OXY4,0.4667
ROCOXY8c,97,521,R521,VROCN2OXY2,0.1222
ROCOXY8c,80,521,R521,VROCN1OXY6,0.0453
ROCOXY8c,223,521,R521,VROCN1OXY3,0.1516
ROCOXY8c,216,521,R521,VROCN1OXY1,0.005
ROCOXY8c,136,521,R521,VROCP0OXY4,0.1332
ROCOXY8c,177,521,R521,VROCP0OXY2,0.0104
ROCOXY8c,198,521,R521,VROCP1OXY3,0.0321
ROCOXY8c,178,521,R521,VROCP1OXY1,0.014
ROCOXY8c,102,521,R521,VROCP2OXY2,0.024
ROCOXY8c,144,521,R521,VOP3,0.0595
ROCOXY8c,96,521,R521,MEK,0.0445
ROCOXY8c,191,521,R521,KET,0.0445
ROCOXY8c,92,521,R521,HCHO,0.0445
ROCOXY8c,189,521,R521,ACD,0.0222
ROCOXY8c,193,521,R521,ALD,0.0445
ROCOXY8c,27,521,R521,MO2,0.0445
ROCOXY8c,33,521,R521,ETHP,0.0445
ROCOXY8c,118,521,R521,HC3P,0.0445
ROCOXY8c,205,521,R521,MEKP,0.0445
ROCOXY8c,150,521,R521,KETP,0.0445
ROCOXY8c,168,521,R521,DELTA_C,-0.1324
ROCOXY9c,198,522,VROCP1OXY3,R522,-1.0
ROCOXY9c,185,522,HO,R522,-1.0
ROCOXY9c,214,522,R522,VROCN2OXY8,0.1962
ROCOXY9c,165,522,R522,VROCN2OXY4,0.1947
ROCOXY9c,97,522,R522,VROCN2OXY2,0.0004
ROCOXY9c,80,522,R522,VROCN1OXY6,0.1076
ROCOXY9c,223,522,R522,VROCN1OXY3,0.0568
ROCOXY9c,136,522,R522,VROCP0OXY4,0.2122
ROCOXY9c,177,522,R522,VROCP0OXY2,0.0007
ROCOXY9c,144,522,R522,VOP3,0.1369
ROCOXY9c,96,522,R522,MEK,0.0818
ROCOXY9c,191,522,R522,KET,0.0818
ROCOXY9c,92,522,R522,HCHO,0.0818
ROCOXY9c,189,522,R522,ACD,0.0409
ROCOXY9c,193,522,R522,ALD,0.0818
ROCOXY9c,27,522,R522,MO2,0.0818
ROCOXY9c,33,522,R522,ETHP,0.0818
ROCOXY9c,118,522,R522,HC3P,0.0818
ROCOXY9c,205,522,R522,MEKP,0.0818
ROCOXY9c,150,522,R522,KETP,0.0818
ROCOXY9c,168,522,R522,DELTA_C,0.3365
ROCOXY10c,178,523,VROCP1OXY1,R523,-1.0
ROCOXY10c,185,523,HO,R523,-1.0
ROCOXY10c,214,523,R523,VROCN2OXY8,0.0023
ROCOXY10c,165,523,R523,VROCN2OXY4,0.134
