original r_id,# species_index (starts from 1),reaction_index (starts from 1),from,to, directed stoichiometric value
R131,208,150,R150,OP1,0.0385
R131,10,150,R150,ORA1,0.028
R131,168,150,R150,DELTA_C,0.774
R132,143,151,LIM,R151,-1.0
R132,212,151,O3,R151,-1.0
R132,185,151,R151,HO,0.66
R132,174,151,R151,LIMAL,0.66
R132,31,151,R151,ACO3,0.33
R132,92,151,R151,HCHO,0.33
R132,35,151,R151,LIMP1,0.22
R132,105,151,R151,LIMP2,0.11
R132,164,151,R151,H2O2,0.33
R132,180,151,R151,ORA2,0.01
R132,168,151,R151,DELTA_C,-0.91
TRP08,174,152,LIMAL,R152,-1.0
TRP08,212,152,O3,R152,-1.0
TRP08,185,152,R152,HO,0.09
TRP08,193,152,R152,ALD,1.0
TRP08,92,152,R152,HCHO,0.62
TRP08,208,152,R152,OP1,0.23
TRP08,164,152,R152,H2O2,0.02
TRP08,10,152,R152,ORA1,0.15
TRP08,168,152,R152,DELTA_C,6.0
TRP09,179,153,VTRPN,R153,-1.0
TRP09,212,153,O3,R153,-1.0
TRP09,38,153,R153,VHONIT,0.33
TRP09,58,153,R153,NO2,0.67
TRP09,156,153,R153,PINAL,0.27
TRP09,191,153,R153,KET,0.38
TRP09,92,153,R153,HCHO,0.21
TRP09,193,153,R153,ALD,0.02
TRP09,168,153,R153,DELTA_C,1.83
R133,140,154,MACR,R154,-1.0
R133,212,154,O3,R154,-1.0
R133,185,154,R154,HO,0.19
R133,190,154,R154,HO2,0.14
R133,31,154,R154,ACO3,0.1
R133,99,154,R154,CO,0.22
R133,108,154,R154,MGLY,0.5
R133,10,154,R154,ORA1,0.45
R133,168,154,R154,DELTA_C,1.63
R134,115,155,MVK,R155,-1.0
R134,212,155,O3,R155,-1.0
R134,185,155,R155,HO,0.16
R134,190,155,R155,HO2,0.11
R134,31,155,R155,ACO3,0.28
R134,112,155,R155,XO2,0.01
R134,99,155,R155,CO,0.56
R134,92,155,R155,HCHO,0.1
R134,108,155,R155,MGLY,0.54
R134,10,155,R155,ORA1,0.07
R134,180,155,R155,ORA2,0.07
R134,193,155,R155,ALD,0.1
R134,168,155,R155,DELTA_C,0.65
R135,209,156,UALD,R156,-1.0
R135,212,156,O3,R156,-1.0
R135,185,156,R156,HO,0.1
R135,190,156,R156,HO2,0.072
R135,27,156,R156,MO2,0.008
R135,31,156,R156,ACO3,0.002
R135,112,156,R156,XO2,0.1
R135,99,156,R156,CO,0.243
R135,92,156,R156,HCHO,0.08
R135,189,156,R156,ACD,0.42
R135,191,156,R156,KET,0.028
R135,186,156,R156,GLY,0.491
R135,108,156,R156,MGLY,0.003
R135,10,156,R156,ORA1,0.044
R135,168,156,R156,DELTA_C,2.65
R136,129,157,DCB1,R157,-1.0
R136,212,157,O3,R157,-1.0
R136,185,157,R157,HO,0.05
R136,190,157,R157,HO2,1.0
R136,176,157,R157,RCO3,0.6
R136,112,157,R157,XO2,0.6
R136,99,157,R157,CO,1.5
R136,210,157,R157,CO2,0.5
R136,92,157,R157,HCHO,0.05
R136,186,157,R157,GLY,0.05
R136,108,157,R157,MGLY,0.08
R136,126,157,R157,OP2,0.65
R136,168,157,R157,DELTA_C,-0.49
R137,110,158,DCB2,R158,-1.0
R137,212,158,O3,R158,-1.0
R137,185,158,R158,HO,0.05
R137,190,158,R158,HO2,1.0
R137,176,158,R158,RCO3,0.6
R137,112,158,R158,XO2,0.6
R137,99,158,R158,CO,1.5
R137,210,158,R158,CO2,0.5
R137,92,158,R158,HCHO,0.05
R137,186,158,R158,GLY,0.05
R137,108,158,R158,MGLY,0.08
R137,129,158,R158,DCB1,0.7
R137,126,158,R158,OP2,0.65
R137,168,158,R158,DELTA_C,-2.99
R138,117,159,DCB3,R159,-1.0
R138,212,159,O3,R159,-1.0
R138,185,159,R159,HO,0.05
R138,190,159,R159,HO2,1.0
R138,99,159,R159,CO,1.5
R138,210,159,R159,CO2,0.5
R138,186,159,R159,GLY,0.48
R138,129,159,R159,DCB1,0.7
R138,10,159,R159,ORA1,0.25
R138,180,159,R159,ORA2,0.25
R138,184,159,R159,PAA,0.11
R138,168,159,R159,DELTA_C,-3.43
