# species_index (starts from 1),reaction_index (starts from 1),from,to,directed stoichiometric value
59,133,R133,HC10P,0.44
195,133,R133,XO2,0.07
180,133,R133,ALD,0.08
181,133,R133,KET,0.41
161,134,MAHP,R134,-1.0
62,134,HO,R134,-1.0
122,134,R134,MACP,1.0
14,135,ORA1,R135,-1.0
62,135,HO,R135,-1.0
163,135,R135,HO2,1.0
35,136,ORA2,R136,-1.0
62,136,HO,R136,-1.0
174,136,R136,MO2,0.64
185,136,R136,ORAP,0.36
86,137,PAA,R137,-1.0
62,137,HO,R137,-1.0
62,137,R137,HO,0.35
63,137,R137,ACO3,0.65
195,137,R137,XO2,0.35
177,137,R137,HCHO,0.35
8,138,PAN,R138,-1.0
62,138,HO,R138,-1.0
195,138,R138,XO2,1.0
19,138,R138,NO3,1.0
177,138,R138,HCHO,1.0
5,139,PPN,R139,-1.0
62,139,HO,R139,-1.0
195,139,R139,XO2,1.0
19,139,R139,NO3,1.0
177,139,R139,HCHO,1.0
116,140,MPAN,R140,-1.0
62,140,HO,R140,-1.0
101,140,R140,NO2,1.0
10,140,R140,HKET,1.0
1,141,ONIT,R141,-1.0
62,141,HO,R141,-1.0
189,141,R141,HC3P,1.0
101,141,R141,NO2,1.0
141,142,TRPN,R142,-1.0
62,142,HO,R142,-1.0
78,142,R142,HONIT,0.33
101,142,R142,NO2,0.67
81,142,R142,PINAL,0.27
181,142,R142,KET,0.38
177,142,R142,HCHO,0.21
180,142,R142,ALD,0.02
78,143,HONIT,R143,-1.0
62,143,HO,R143,-1.0
10,143,R143,HKET,1.0
19,143,R143,NO3,1.0
22,144,ETE,R144,-1.0
20,144,O3,R144,-1.0
62,144,R144,HO,0.08
163,144,R144,HO2,0.15
108,144,R144,CO,0.43
177,144,R144,HCHO,1.0
14,144,R144,ORA1,0.37
94,145,OLT,R145,-1.0
20,145,O3,R145,-1.0
62,145,R145,HO,0.22
163,145,R145,HO2,0.32
174,145,R145,MO2,0.08
74,145,R145,ETHP,0.06
189,145,R145,HC3P,0.04
58,145,R145,HC5P,0.02
70,145,R145,H2O2,0.068
108,145,R145,CO,0.43
164,145,R145,ETH,0.02
16,145,R145,HC3,0.015
28,145,R145,HC5,0.006
150,145,R145,BEN,0.032
177,145,R145,HCHO,0.56
71,145,R145,ACD,0.01
180,145,R145,ALD,0.44
140,145,R145,ACT,0.03
33,145,R145,BALD,0.02
156,145,R145,MEK,0.06
10,145,R145,HKET,0.01
14,145,R145,ORA1,0.03
35,145,R145,ORA2,0.06
178,146,OLI,R146,-1.0
20,146,O3,R146,-1.0
62,146,R146,HO,0.46
163,146,R146,HO2,0.07
174,146,R146,MO2,0.32
74,146,R146,ETHP,0.07
189,146,R146,HC3P,0.04
63,146,R146,ACO3,0.09
108,146,R146,CO,0.37
70,146,R146,H2O2,0.026
164,146,R146,ETH,0.01
16,146,R146,HC3,0.01
177,146,R146,HCHO,0.09
71,146,R146,ACD,0.457
180,146,R146,ALD,0.73
140,146,R146,ACT,0.11
181,146,R146,KET,0.017
10,146,R146,HKET,0.044
35,146,R146,ORA2,0.017
129,147,API,R147,-1.0
20,147,O3,R147,-1.0
62,147,R147,HO,0.6055
128,147,R147,PINALP,0.2145
70,147,R147,H2O2,0.255
81,147,R147,PINAL,0.2535
35,147,R147,ORA2,0.0065
163,147,R147,HO2,0.1105
108,147,R147,CO,0.1105
177,147,R147,HCHO,0.459
126,147,R147,RCO3,0.2805
181,147,R147,KET,0.1785
16,147,R147,HC3,0.0665
52,147,R147,OP1,0.0385
14,147,R147,ORA1,0.028
91,148,LIM,R148,-1.0
20,148,O3,R148,-1.0
