! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
! 
! Sparse Biadjacency Matrix, aka Stoichiometric Matrix, in CSV format
! 
! Generated by KPP-3.3.0 symbolic chemistry Kinetics PreProcessor
!       (https:/github.com/KineticPreProcessor/KPP)
! KPP is distributed under GPL, the general public licence
!       (http://www.gnu.org/copyleft/gpl.html)
! (C) 1995-1997, V. Damian & A. Sandu, CGRER, Univ. Iowa
! (C) 1997-2022, A. Sandu, Michigan Tech, Virginia Tech
!     With important contributions from:
!        M. Damian,   Villanova University, Philadelphia, PA, USA
!        R. Sander,   Max-Planck Institute for Chemistry, Mainz, Germany
!        M. Long,     Renaissance Fiber, LLC, North Carolina, USA
!        H. Lin,      Harvard University, Cambridge, MA, USA
!        R. Yantosca, Harvard University, Cambridge, MA, USA
! 
! File                 : RACM_BiadjacencyMatrix.csv
! Equation file        : RACM.kpp
! Output root filename : RACM
! 
! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



spc_name,species_index,reaction_index,stoichiometric_coefficient
APIP,51,158,-1
OP2,75,158,1
HO2,76,158,-1
LIMP,55,159,-1
OP2,75,159,1
HO2,76,159,-1
TOLP,59,160,-1
OP2,75,160,1
HO2,76,160,-1
XYLP,60,161,-1
OP2,75,161,1
HO2,76,161,-1
CSLP,54,162,-1
OP2,75,162,1
HO2,76,162,-1
PAA,33,163,1
HO2,76,163,-1
ACO3,77,163,-1
ORA2,4,164,1
O3,72,164,1
HO2,76,164,-1
ACO3,77,164,-1
TCO3,71,165,-1
OP2,75,165,1
HO2,76,165,-1
ORA2,4,166,1
TCO3,71,166,-1
O3,72,166,1
HO2,76,166,-1
OP2,75,167,1
HO2,76,167,-1
KETP,80,167,-1
ONIT,62,168,1
OLNN,69,168,-1
HO2,76,168,-1
ONIT,62,169,1
OLND,68,169,-1
HO2,76,169,-1
HCHO,58,170,1.33
MO2,74,170,-2
HO2,76,170,0.66
HCHO,58,171,0.75
ALD,66,171,0.75
ETHP,70,171,-1
MO2,74,171,-1
HO2,76,171,1
GLY,46,172,0.119
KET,52,172,0.018
MGLY,53,172,0.005
HCHO,58,172,0.81
XO2,64,172,0.085
ALD,66,172,0.58
HC3P,73,172,-1
MO2,74,172,-0.993
HO2,76,172,0.992
KET,52,173,0.24
HC5P,57,173,-1
HCHO,58,173,0.829
XO2,64,173,0.245
ALD,66,173,0.523
ETHP,70,173,0.014
MO2,74,173,-0.951
HO2,76,173,0.946
KET,52,174,0.419
HC8P,56,174,-1
HCHO,58,174,0.753
XO2,64,174,0.322
ALD,66,174,0.411
ETHP,70,174,0.013
MO2,74,174,-1
HO2,76,174,0.993
ETEP,47,175,-1
HCHO,58,175,1.55
ALD,66,175,0.35
MO2,74,175,-1
HO2,76,175,1
OLTP,48,176,-1
KET,52,176,0.081
HCHO,58,176,1.25
ALD,66,176,0.669
MO2,74,176,-1
HO2,76,176,1
KET,52,177,0.313
HCHO,58,177,0.755
OLIP,61,177,-1
ALD,66,177,0.932
MO2,74,177,-1
HO2,76,177,1
MACR,49,178,0.55
ISOP,50,178,-1
HCHO,58,178,1.09
OLT,65,178,0.37
OLI,67,178,0.08
MO2,74,178,-1
HO2,76,178,1
APIP,51,179,-1
KET,52,179,1
HCHO,58,179,1
ALD,66,179,1
MO2,74,179,-1
HO2,76,179,2
MACR,49,180,0.6
LIMP,55,180,-1
HCHO,58,180,1.4
OLI,67,180,0.4
MO2,74,180,-1
HO2,76,180,2
GLY,46,181,0.65
MGLY,53,181,0.35
HCHO,58,181,1
TOLP,59,181,-1
DCB,63,181,1
MO2,74,181,-1
HO2,76,181,1
GLY,46,182,0.37
MGLY,53,182,0.63
HCHO,58,182,1
XYLP,60,182,-1
DCB,63,182,1
MO2,74,182,-1
HO2,76,182,1
GLY,46,183,1
MGLY,53,183,1
CSLP,54,183,-1
HCHO,58,183,1
MO2,74,183,-1
HO2,76,183,2
HCHO,58,184,1
HO2,76,184,1
ACO3,77,184,-1
ORA2,4,185,1
HCHO,58,185,1
MO2,74,185,-1
ACO3,77,185,-1
HCHO,58,186,2
TCO3,71,186,-1
MO2,74,186,-1
HO2,76,186,1
ACO3,77,186,1
ORA2,4,187,1
HCHO,58,187,1
TCO3,71,187,-1
MO2,74,187,-1
HKET,24,188,0.3
MGLY,53,188,0.4
HCHO,58,188,0.75
XO2,64,188,0.08
ALD,66,188,0.3
MO2,74,188,-1
HO2,76,188,0.88
ACO3,77,188,0.12
KETP,80,188,-1
HCHO,58,189,0.75
ONIT,62,189,1
OLNN,69,189,-1
MO2,74,189,-1
HO2,76,189,1
KET,52,190,0.149
HCHO,58,190,0.96
ONIT,62,190,0.5
ALD,66,190,0.64
OLND,68,190,-1
MO2,74,190,-1
HO2,76,190,0.5
NO2,82,190,0.5
ORA2,4,191,0.5
ALD,66,191,1
ETHP,70,191,-1
MO2,74,191,0.5
HO2,76,191,0.5
ACO3,77,191,-1
ORA2,4,192,0.499
GLY,46,192,0.1
KET,52,192,0.127
MGLY,53,192,0.004
HCHO,58,192,0.091
XO2,64,192,0.071
ALD,66,192,0.724
ETHP,70,192,0.006
HC3P,73,192,-1
MO2,74,192,0.508
HO2,76,192,0.488
ACO3,77,192,-1
ORA2,4,193,0.495
KET,52,193,0.33
HC5P,57,193,-1
HCHO,58,193,0.076
XO2,64,193,0.237
ALD,66,193,0.677
ETHP,70,193,0.018
MO2,74,193,0.554
HO2,76,193,0.438
ACO3,77,193,-1
ORA2,4,194,0.495
KET,52,194,0.581
HC8P,56,194,-1
XO2,64,194,0.318
ALD,66,194,0.497
ETHP,70,194,0.015
